,names,size,TN,FN,TP,FP,proportion_of_0,proportion_of_1,Accuracy
4229,"LoanAmount,RentAmount,NoOfDependents/4.csv",8442,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4232,"loantype,LoanAmount,DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType/3.csv",5161,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4234,"loantype,LoanAmount,DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType/4.csv",9348,0.0,0.97,0.03,0.0,0.54,0.46,0.03
4235,"loantype,LoanAmount,DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType/1.csv",10407,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4236,"loantype,LoanAmount,DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType/5.csv",904,0.0,0.97,0.03,0.0,0.46,0.54,0.03
4237,"loantype,LoanAmount,InterestRate,InsuranceRate,InsuranceAmount,NoOfDependents/3.csv",5161,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4242,"loantype,EMI,InterestRate,RentAmount/3.csv",5161,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4245,"loantype,EMI,InterestRate,RentAmount/1.csv",10714,0.0,0.97,0.03,0.0,0.54,0.46,0.03
4246,"loantype,EMI,InterestRate,RentAmount/5.csv",5974,0.0,0.97,0.03,0.0,0.41,0.59,0.03
4249,"loantype,LoanAmount,DocumentCharge,NoOfDependents/4.csv",6698,0.0,0.97,0.03,0.0,0.41,0.59,0.03
4250,"loantype,LoanAmount,DocumentCharge,NoOfDependents/1.csv",23401,0.0,0.97,0.03,0.0,0.54,0.46,0.03
4255,"loantype,DocumentCharge,EMI,InsuranceRate,InsuranceAmount,ResidenceType/1.csv",10407,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4256,"loantype,DocumentCharge,EMI,InsuranceRate,InsuranceAmount,ResidenceType/5.csv",584,0.0,0.97,0.03,0.0,0.47,0.53,0.03
4259,"EMI,InterestRate,InsuranceRate,ResidenceType/4.csv",1700,0.0,0.97,0.03,0.0,0.42,0.58,0.03
4260,"EMI,InterestRate,InsuranceRate,ResidenceType/1.csv",14045,0.0,0.97,0.03,0.0,0.46,0.54,0.03
4262,"loantype,LoanAmount,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType/3.csv",4577,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4263,"loantype,LoanAmount,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType/2.csv",15395,0.0,0.97,0.03,0.0,0.52,0.48,0.03
4266,"loantype,LoanAmount,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType/5.csv",584,0.0,0.97,0.03,0.0,0.47,0.53,0.03
4267,"loantype,DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType/3.csv",4577,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4271,"loantype,DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType/5.csv",584,0.0,0.97,0.03,0.0,0.47,0.53,0.03
4275,"DocumentCharge,EMI,InterestRate,InsuranceRate,NoOfDependents/1.csv",9867,0.0,0.97,0.03,0.0,0.48,0.52,0.03
4276,"DocumentCharge,EMI,InterestRate,InsuranceRate,NoOfDependents/5.csv",5630,0.0,0.97,0.03,0.0,0.42,0.58,0.03
4277,"loantype,DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount,RentAmount/3.csv",4198,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4279,"loantype,DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount,RentAmount/4.csv",963,0.0,0.97,0.03,0.0,0.44,0.56,0.03
4285,"LoanAmount,InsuranceRate,ResidenceType/1.csv",14045,0.0,0.97,0.03,0.0,0.46,0.54,0.03
4286,"LoanAmount,InsuranceRate,ResidenceType/5.csv",1452,0.0,0.97,0.03,0.0,0.43,0.57,0.03
4291,"loantype,LoanAmount,DocumentCharge,EMI,NoOfDependents/5.csv",2064,0.0,0.97,0.03,0.0,0.4,0.6,0.03
4296,"DocumentCharge,InsuranceAmount,RentAmount,NoOfDependents/5.csv",2961,0.0,0.97,0.03,0.0,0.36,0.64,0.03
4298,"LoanAmount,DocumentCharge,InterestRate,NoOfDependents/2.csv",16173,0.0,0.97,0.03,0.0,0.51,0.49,0.03
4301,"LoanAmount,DocumentCharge,InterestRate,NoOfDependents/5.csv",2468,0.0,0.97,0.03,0.0,0.37,0.63,0.03
4304,"LoanAmount,DocumentCharge,EMI,InsuranceAmount,ResidenceType/4.csv",1963,0.0,0.97,0.03,0.0,0.41,0.59,0.03
4305,"LoanAmount,DocumentCharge,EMI,InsuranceAmount,ResidenceType/1.csv",19004,0.0,0.97,0.03,0.0,0.52,0.48,0.03
4306,"LoanAmount,DocumentCharge,EMI,InsuranceAmount,ResidenceType/5.csv",2824,0.0,0.97,0.03,0.0,0.46,0.54,0.03
4308,"loantype,LoanAmount,DocumentCharge,InterestRate,RentAmount,NoOfDependents/2.csv",3093,0.0,0.97,0.03,0.0,0.49,0.51,0.03
4309,"loantype,LoanAmount,DocumentCharge,InterestRate,RentAmount,NoOfDependents/4.csv",6388,0.0,0.97,0.03,0.0,0.41,0.59,0.03
4310,"loantype,LoanAmount,DocumentCharge,InterestRate,RentAmount,NoOfDependents/1.csv",21912,0.0,0.97,0.03,0.0,0.54,0.46,0.03
4311,"loantype,LoanAmount,DocumentCharge,InterestRate,RentAmount,NoOfDependents/5.csv",2068,0.0,0.97,0.03,0.0,0.4,0.6,0.03
4313,"LoanAmount,DocumentCharge,InterestRate,InsuranceAmount,ResidenceType,NoOfDependents/2.csv",3255,0.0,0.97,0.03,0.0,0.48,0.52,0.03
4314,"LoanAmount,DocumentCharge,InterestRate,InsuranceAmount,ResidenceType,NoOfDependents/4.csv",1963,0.0,0.97,0.03,0.0,0.41,0.59,0.03
4316,"LoanAmount,DocumentCharge,InterestRate,InsuranceAmount,ResidenceType,NoOfDependents/5.csv",5881,0.0,0.97,0.03,0.0,0.58,0.42,0.03
4320,"InsuranceAmount,NoOfDependents/1.csv",15911,0.0,0.97,0.03,0.0,0.46,0.54,0.03
4321,"InsuranceAmount,NoOfDependents/5.csv",1042,0.0,0.97,0.03,0.0,0.39,0.61,0.03
4325,"LoanAmount,DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount/1.csv",9717,0.0,0.97,0.03,0.0,0.48,0.52,0.03
4326,"LoanAmount,DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount/5.csv",5780,0.0,0.97,0.03,0.0,0.42,0.58,0.03
4330,"InterestRate,InsuranceAmount,RentAmount,NoOfDependents/1.csv",10759,0.0,0.97,0.03,0.0,0.46,0.54,0.03
4336,"loantype,LoanAmount,InsuranceAmount,RentAmount/5.csv",2016,0.0,0.97,0.03,0.0,0.4,0.6,0.03
4339,"DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,NoOfDependents/4.csv",1700,0.0,0.97,0.03,0.0,0.42,0.58,0.03
4340,"DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,NoOfDependents/1.csv",14045,0.0,0.97,0.03,0.0,0.46,0.54,0.03
4341,"DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,NoOfDependents/5.csv",1452,0.0,0.97,0.03,0.0,0.43,0.57,0.03
4345,"loantype,LoanAmount,DocumentCharge,InsuranceRate,InsuranceAmount,ResidenceType,NoOfDependents/1.csv",10407,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4346,"loantype,LoanAmount,DocumentCharge,InsuranceRate,InsuranceAmount,ResidenceType,NoOfDependents/5.csv",584,0.0,0.97,0.03,0.0,0.47,0.53,0.03
4349,"DocumentCharge,EMI,InterestRate,InsuranceRate,ResidenceType/4.csv",1700,0.0,0.97,0.03,0.0,0.42,0.58,0.03
4350,"DocumentCharge,EMI,InterestRate,InsuranceRate,ResidenceType/1.csv",14045,0.0,0.97,0.03,0.0,0.46,0.54,0.03
4351,"DocumentCharge,EMI,InterestRate,InsuranceRate,ResidenceType/5.csv",1452,0.0,0.97,0.03,0.0,0.43,0.57,0.03
4353,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceAmount,ResidenceType,NoOfDependents/2.csv",4577,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4355,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceAmount,ResidenceType,NoOfDependents/1.csv",15610,0.0,0.97,0.03,0.0,0.53,0.47,0.03
4356,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceAmount,ResidenceType,NoOfDependents/5.csv",584,0.0,0.97,0.03,0.0,0.47,0.53,0.03
4359,"LoanAmount,InterestRate,InsuranceAmount,RentAmount,NoOfDependents/4.csv",2625,0.0,0.97,0.03,0.0,0.44,0.56,0.03
4361,"LoanAmount,InterestRate,InsuranceAmount,RentAmount,NoOfDependents/5.csv",5665,0.0,0.97,0.03,0.0,0.42,0.58,0.03
4362,"loantype,LoanAmount,DocumentCharge,EMI,InsuranceRate,ResidenceType,NoOfDependents/3.csv",4577,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4365,"loantype,LoanAmount,DocumentCharge,EMI,InsuranceRate,ResidenceType,NoOfDependents/1.csv",10407,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4366,"loantype,LoanAmount,DocumentCharge,EMI,InsuranceRate,ResidenceType,NoOfDependents/5.csv",584,0.0,0.97,0.03,0.0,0.47,0.53,0.03
4372,"DocumentCharge,InterestRate,InsuranceAmount,ResidenceType,NoOfDependents/3.csv",7826,0.0,0.97,0.03,0.0,0.42,0.58,0.03
4373,"DocumentCharge,InterestRate,InsuranceAmount,ResidenceType,NoOfDependents/2.csv",9136,0.0,0.97,0.03,0.0,0.54,0.46,0.03
4375,"DocumentCharge,InterestRate,InsuranceAmount,ResidenceType,NoOfDependents/1.csv",17347,0.0,0.97,0.03,0.0,0.52,0.48,0.03
4376,"DocumentCharge,InterestRate,InsuranceAmount,ResidenceType,NoOfDependents/5.csv",1963,0.0,0.97,0.03,0.0,0.41,0.59,0.03
4377,"InterestRate,InsuranceAmount,ResidenceType,RentAmount/3.csv",9136,0.0,0.97,0.03,0.0,0.54,0.46,0.03
4381,"InterestRate,InsuranceAmount,ResidenceType,RentAmount/5.csv",1963,0.0,0.97,0.03,0.0,0.41,0.59,0.03
4386,"EMI,InterestRate,InsuranceAmount,NoOfDependents/5.csv",2976,0.0,0.97,0.03,0.0,0.46,0.54,0.03
4388,"loantype,LoanAmount,InterestRate,InsuranceAmount,RentAmount,NoOfDependents/2.csv",5161,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4392,"loantype,LoanAmount,InterestRate,InsuranceRate,InsuranceAmount/3.csv",4198,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4394,"loantype,LoanAmount,InterestRate,InsuranceRate,InsuranceAmount/4.csv",963,0.0,0.97,0.03,0.0,0.44,0.56,0.03
4395,"loantype,LoanAmount,InterestRate,InsuranceRate,InsuranceAmount/1.csv",11299,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4398,"loantype,LoanAmount,DocumentCharge,EMI,InsuranceAmount/2.csv",3096,0.0,0.97,0.03,0.0,0.49,0.51,0.03
4402,"LoanAmount,InterestRate,ResidenceType/3.csv",10011,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4403,"LoanAmount,InterestRate,ResidenceType/2.csv",3050,0.0,0.97,0.03,0.0,0.48,0.52,0.03
4406,"LoanAmount,InterestRate,ResidenceType/5.csv",6086,0.0,0.97,0.03,0.0,0.58,0.42,0.03
4411,"loantype,LoanAmount,EMI,InsuranceRate,ResidenceType,RentAmount/5.csv",584,0.0,0.97,0.03,0.0,0.47,0.53,0.03
4413,"loantype,InsuranceAmount,ResidenceType,NoOfDependents/2.csv",4577,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4414,"loantype,InsuranceAmount,ResidenceType,NoOfDependents/4.csv",1947,0.0,0.97,0.03,0.0,0.41,0.59,0.03
4415,"loantype,InsuranceAmount,ResidenceType,NoOfDependents/1.csv",23855,0.0,0.97,0.03,0.0,0.5,0.5,0.03
4417,"DocumentCharge,EMI,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/3.csv",7947,0.0,0.97,0.03,0.0,0.56,0.44,0.03
4420,"DocumentCharge,EMI,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/1.csv",14045,0.0,0.97,0.03,0.0,0.46,0.54,0.03
4421,"DocumentCharge,EMI,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/5.csv",1452,0.0,0.97,0.03,0.0,0.43,0.57,0.03
4423,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceAmount,ResidenceType/2.csv",3252,0.0,0.97,0.03,0.0,0.48,0.52,0.03
4424,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceAmount,ResidenceType/4.csv",1963,0.0,0.97,0.03,0.0,0.41,0.59,0.03
4426,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceAmount,ResidenceType/5.csv",5884,0.0,0.97,0.03,0.0,0.58,0.42,0.03
4429,"DocumentCharge,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/4.csv",1700,0.0,0.97,0.03,0.0,0.42,0.58,0.03
4430,"DocumentCharge,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/1.csv",14045,0.0,0.97,0.03,0.0,0.46,0.54,0.03
4431,"DocumentCharge,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/5.csv",1452,0.0,0.97,0.03,0.0,0.43,0.57,0.03
4432,"loantype,LoanAmount,InterestRate,InsuranceAmount/3.csv",6996,0.0,0.97,0.03,0.0,0.49,0.51,0.03
4433,"loantype,LoanAmount,InterestRate,InsuranceAmount/2.csv",5161,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4436,"loantype,LoanAmount,InterestRate,InsuranceAmount/5.csv",2171,0.0,0.97,0.03,0.0,0.46,0.54,0.03
4442,"loantype,DocumentCharge,InterestRate,NoOfDependents/3.csv",5161,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4443,"loantype,DocumentCharge,InterestRate,NoOfDependents/2.csv",14235,0.0,0.97,0.03,0.0,0.52,0.48,0.03
4446,"loantype,DocumentCharge,InterestRate,NoOfDependents/5.csv",6256,0.0,0.97,0.03,0.0,0.4,0.6,0.03
4455,"loantype,DocumentCharge,EMI,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/1.csv",23855,0.0,0.97,0.03,0.0,0.5,0.5,0.03
4456,"loantype,DocumentCharge,EMI,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/5.csv",584,0.0,0.97,0.03,0.0,0.47,0.53,0.03
4465,"LoanAmount,DocumentCharge,EMI,InsuranceRate,InsuranceAmount/1.csv",9789,0.0,0.97,0.03,0.0,0.48,0.52,0.03
4467,"loantype,LoanAmount,EMI,InterestRate/3.csv",10495,0.0,0.97,0.03,0.0,0.48,0.52,0.03
4468,"loantype,LoanAmount,EMI,InterestRate/2.csv",3135,0.0,0.97,0.03,0.0,0.48,0.52,0.03
4470,"loantype,LoanAmount,EMI,InterestRate/1.csv",20239,0.0,0.97,0.03,0.0,0.54,0.46,0.03
4472,"loantype,LoanAmount,InterestRate,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/3.csv",4198,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4477,"LoanAmount,DocumentCharge,EMI,InsuranceRate,RentAmount/3.csv",2716,0.0,0.97,0.03,0.0,0.65,0.35,0.03
4480,"LoanAmount,DocumentCharge,EMI,InsuranceRate,RentAmount/1.csv",9789,0.0,0.97,0.03,0.0,0.48,0.52,0.03
4483,"loantype,InterestRate,NoOfDependents/2.csv",11156,0.0,0.97,0.03,0.0,0.53,0.47,0.03
4485,"loantype,InterestRate,NoOfDependents/1.csv",15872,0.0,0.97,0.03,0.0,0.49,0.51,0.03
4491,"loantype,LoanAmount,EMI,InsuranceRate,InsuranceAmount,ResidenceType/5.csv",584,0.0,0.97,0.03,0.0,0.47,0.53,0.03
4495,"LoanAmount,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/1.csv",9854,0.0,0.97,0.03,0.0,0.47,0.53,0.03
4498,"LoanAmount,EMI,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/2.csv",6398,0.0,0.97,0.03,0.0,0.52,0.48,0.03
4505,"LoanAmount,DocumentCharge,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/1.csv",9774,0.0,0.97,0.03,0.0,0.48,0.52,0.03
4506,"LoanAmount,DocumentCharge,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/5.csv",5723,0.0,0.97,0.03,0.0,0.42,0.58,0.03
4508,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceAmount,ResidenceType,NoOfDependents/2.csv",3252,0.0,0.97,0.03,0.0,0.48,0.52,0.03
4509,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceAmount,ResidenceType,NoOfDependents/4.csv",1963,0.0,0.97,0.03,0.0,0.41,0.59,0.03
4515,"DocumentCharge,InsuranceRate,InsuranceAmount/1.csv",10723,0.0,0.97,0.03,0.0,0.48,0.52,0.03
4516,"DocumentCharge,InsuranceRate,InsuranceAmount/5.csv",4774,0.0,0.97,0.03,0.0,0.39,0.61,0.03
4517,"loantype,LoanAmount,InterestRate,InsuranceAmount,RentAmount/3.csv",8561,0.0,0.97,0.03,0.0,0.51,0.49,0.03
4518,"loantype,LoanAmount,InterestRate,InsuranceAmount,RentAmount/2.csv",5161,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4519,"loantype,LoanAmount,InterestRate,InsuranceAmount,RentAmount/4.csv",4329,0.0,0.97,0.03,0.0,0.42,0.58,0.03
4521,"loantype,LoanAmount,InterestRate,InsuranceAmount,RentAmount/5.csv",2605,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4522,"LoanAmount,InterestRate,InsuranceAmount,ResidenceType,RentAmount/3.csv",10199,0.0,0.97,0.03,0.0,0.44,0.56,0.03
4523,"LoanAmount,InterestRate,InsuranceAmount,ResidenceType,RentAmount/2.csv",2943,0.0,0.97,0.03,0.0,0.48,0.52,0.03
4524,"LoanAmount,InterestRate,InsuranceAmount,ResidenceType,RentAmount/4.csv",1963,0.0,0.97,0.03,0.0,0.41,0.59,0.03
4526,"LoanAmount,InterestRate,InsuranceAmount,ResidenceType,RentAmount/5.csv",6193,0.0,0.97,0.03,0.0,0.57,0.43,0.03
4527,"loantype,DocumentCharge,NoOfDependents/3.csv",6307,0.0,0.97,0.03,0.0,0.44,0.56,0.03
4529,"loantype,DocumentCharge,NoOfDependents/4.csv",1939,0.0,0.97,0.03,0.0,0.39,0.61,0.03
4530,"loantype,DocumentCharge,NoOfDependents/1.csv",26701,0.0,0.97,0.03,0.0,0.53,0.47,0.03
4531,"loantype,DocumentCharge,NoOfDependents/5.csv",1355,0.0,0.97,0.03,0.0,0.33,0.67,0.03
4533,"loantype,InterestRate,InsuranceAmount,NoOfDependents/2.csv",16724,0.0,0.97,0.03,0.0,0.53,0.47,0.03
4540,"InsuranceRate,RentAmount/1.csv",15497,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4541,"InsuranceRate,RentAmount/5.csv",627,0.0,0.97,0.03,0.0,0.37,0.63,0.03
4544,"LoanAmount,InterestRate,InsuranceRate/4.csv",5818,0.0,0.97,0.03,0.0,0.42,0.58,0.03
4548,"loantype,InterestRate,ResidenceType/2.csv",4570,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4549,"loantype,InterestRate,ResidenceType/4.csv",1947,0.0,0.97,0.03,0.0,0.41,0.59,0.03
4554,"loantype,LoanAmount,DocumentCharge,InsuranceRate,InsuranceAmount,NoOfDependents/4.csv",963,0.0,0.97,0.03,0.0,0.44,0.56,0.03
4555,"loantype,LoanAmount,DocumentCharge,InsuranceRate,InsuranceAmount,NoOfDependents/1.csv",11299,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4557,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceAmount,ResidenceType,RentAmount/3.csv",8561,0.0,0.97,0.03,0.0,0.55,0.45,0.03
4558,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceAmount,ResidenceType,RentAmount/2.csv",4577,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4561,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceAmount,ResidenceType,RentAmount/5.csv",584,0.0,0.97,0.03,0.0,0.47,0.53,0.03
4563,"loantype,LoanAmount,EMI,InterestRate,InsuranceAmount,ResidenceType/2.csv",4577,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4566,"loantype,LoanAmount,EMI,InterestRate,InsuranceAmount,ResidenceType/5.csv",584,0.0,0.97,0.03,0.0,0.47,0.53,0.03
4567,"LoanAmount,DocumentCharge,ResidenceType,RentAmount,NoOfDependents/3.csv",9402,0.0,0.97,0.03,0.0,0.43,0.57,0.03
4568,"LoanAmount,DocumentCharge,ResidenceType,RentAmount,NoOfDependents/2.csv",6311,0.0,0.97,0.03,0.0,0.58,0.42,0.03
4569,"LoanAmount,DocumentCharge,ResidenceType,RentAmount,NoOfDependents/4.csv",1963,0.0,0.97,0.03,0.0,0.41,0.59,0.03
4570,"LoanAmount,DocumentCharge,ResidenceType,RentAmount,NoOfDependents/1.csv",19023,0.0,0.97,0.03,0.0,0.52,0.48,0.03
4571,"LoanAmount,DocumentCharge,ResidenceType,RentAmount,NoOfDependents/5.csv",2825,0.0,0.97,0.03,0.0,0.46,0.54,0.03
4575,"loantype,DocumentCharge,InterestRate,InsuranceRate,RentAmount,NoOfDependents/1.csv",11299,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4585,"loantype,InterestRate,InsuranceRate,NoOfDependents/1.csv",11299,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4587,"RentAmount,NoOfDependents/3.csv",8023,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4592,"loantype,LoanAmount,InterestRate/3.csv",10389,0.0,0.97,0.03,0.0,0.48,0.52,0.03
4594,"loantype,LoanAmount,InterestRate/4.csv",3736,0.0,0.97,0.03,0.0,0.43,0.57,0.03
4596,"loantype,LoanAmount,InterestRate/5.csv",2025,0.0,0.97,0.03,0.0,0.4,0.6,0.03
4597,"LoanAmount,EMI,InterestRate,InsuranceRate/3.csv",2605,0.0,0.97,0.03,0.0,0.65,0.35,0.03
4602,"loantype,DocumentCharge,InterestRate,InsuranceAmount,ResidenceType,RentAmount/3.csv",8561,0.0,0.97,0.03,0.0,0.55,0.45,0.03
4603,"loantype,DocumentCharge,InterestRate,InsuranceAmount,ResidenceType,RentAmount/2.csv",4576,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4604,"loantype,DocumentCharge,InterestRate,InsuranceAmount,ResidenceType,RentAmount/4.csv",1947,0.0,0.97,0.03,0.0,0.41,0.59,0.03
4606,"loantype,DocumentCharge,InterestRate,InsuranceAmount,ResidenceType,RentAmount/5.csv",585,0.0,0.97,0.03,0.0,0.47,0.53,0.03
4607,"loantype,InterestRate,InsuranceRate,InsuranceAmount/3.csv",4198,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4610,"loantype,InterestRate,InsuranceRate,InsuranceAmount/1.csv",11299,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4611,"loantype,InterestRate,InsuranceRate,InsuranceAmount/5.csv",5465,0.0,0.97,0.03,0.0,0.49,0.51,0.03
4614,"loantype,EMI,InterestRate,InsuranceRate,InsuranceAmount,RentAmount/4.csv",963,0.0,0.97,0.03,0.0,0.44,0.56,0.03
4618,"DocumentCharge,InterestRate,NoOfDependents/2.csv",16072,0.0,0.97,0.03,0.0,0.51,0.49,0.03
4619,"DocumentCharge,InterestRate,NoOfDependents/4.csv",7505,0.0,0.97,0.03,0.0,0.44,0.56,0.03
4621,"DocumentCharge,InterestRate,NoOfDependents/5.csv",2221,0.0,0.97,0.03,0.0,0.33,0.67,0.03
4622,"LoanAmount,ResidenceType,RentAmount/3.csv",9115,0.0,0.97,0.03,0.0,0.44,0.56,0.03
4623,"LoanAmount,ResidenceType,RentAmount/2.csv",9088,0.0,0.97,0.03,0.0,0.55,0.45,0.03
4627,"loantype,LoanAmount,InterestRate,ResidenceType,RentAmount,NoOfDependents/2.csv",4584,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4630,"loantype,LoanAmount,InterestRate,ResidenceType,RentAmount,NoOfDependents/5.csv",577,0.0,0.97,0.03,0.0,0.47,0.53,0.03
4631,"DocumentCharge,InterestRate/3.csv",5909,0.0,0.97,0.03,0.0,0.52,0.48,0.03
4632,"DocumentCharge,InterestRate/2.csv",12413,0.0,0.97,0.03,0.0,0.52,0.48,0.03
4633,"DocumentCharge,InterestRate/4.csv",7610,0.0,0.97,0.03,0.0,0.43,0.57,0.03
4634,"DocumentCharge,InterestRate/1.csv",11514,0.0,0.97,0.03,0.0,0.54,0.46,0.03
4635,"DocumentCharge,InterestRate/5.csv",2078,0.0,0.97,0.03,0.0,0.33,0.67,0.03
4639,"loantype,LoanAmount,InsuranceAmount,RentAmount,NoOfDependents/1.csv",23581,0.0,0.97,0.03,0.0,0.53,0.47,0.03
4640,"loantype,LoanAmount,InsuranceAmount,RentAmount,NoOfDependents/5.csv",2016,0.0,0.97,0.03,0.0,0.4,0.6,0.03
4654,"LoanAmount,DocumentCharge,EMI,InsuranceRate,ResidenceType,NoOfDependents/1.csv",9050,0.0,0.97,0.03,0.0,0.48,0.52,0.03
4655,"LoanAmount,DocumentCharge,EMI,InsuranceRate,ResidenceType,NoOfDependents/5.csv",1201,0.0,0.97,0.03,0.0,0.46,0.54,0.03
4660,"loantype,DocumentCharge,InsuranceAmount,RentAmount/5.csv",3074,0.0,0.97,0.03,0.0,0.46,0.54,0.03
4665,"InterestRate,InsuranceRate,RentAmount,NoOfDependents/5.csv",6796,0.0,0.97,0.03,0.0,0.48,0.52,0.03
4666,"loantype,LoanAmount,EMI,InterestRate,InsuranceRate,RentAmount/3.csv",4198,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4668,"loantype,LoanAmount,EMI,InterestRate,InsuranceRate,RentAmount/4.csv",963,0.0,0.97,0.03,0.0,0.44,0.56,0.03
4671,"LoanAmount,ResidenceType,RentAmount,NoOfDependents/3.csv",9115,0.0,0.97,0.03,0.0,0.44,0.56,0.03
4672,"LoanAmount,ResidenceType,RentAmount,NoOfDependents/2.csv",6529,0.0,0.97,0.03,0.0,0.58,0.42,0.03
4677,"loantype,DocumentCharge,EMI,InterestRate,InsuranceAmount,ResidenceType,NoOfDependents/2.csv",4576,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4678,"loantype,DocumentCharge,EMI,InterestRate,InsuranceAmount,ResidenceType,NoOfDependents/4.csv",1947,0.0,0.97,0.03,0.0,0.41,0.59,0.03
4679,"loantype,DocumentCharge,EMI,InterestRate,InsuranceAmount,ResidenceType,NoOfDependents/1.csv",23855,0.0,0.97,0.03,0.0,0.5,0.5,0.03
4680,"loantype,DocumentCharge,EMI,InterestRate,InsuranceAmount,ResidenceType,NoOfDependents/5.csv",585,0.0,0.97,0.03,0.0,0.47,0.53,0.03
4685,"loantype,LoanAmount,EMI,InsuranceRate,ResidenceType/5.csv",584,0.0,0.97,0.03,0.0,0.47,0.53,0.03
4687,"LoanAmount,DocumentCharge,EMI,InterestRate/2.csv",12665,0.0,0.97,0.03,0.0,0.52,0.48,0.03
